route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
7,54502,744761S54502P1,ASOAGRO,,1,,744761
7,54502,744761S54502P2,ASOAGRO,,1,,744761
7,54502,744761S54502P3,ASOAGRO,,1,,744761
7,54502,744761S54502P4,ASOAGRO,,1,,744761
7,54502,744761S54502P5,ASOAGRO,,1,,744761
7,54502,744761S54502P6,ASOAGRO,,1,,744761
7,54502,744761S54502P7,ASOAGRO,,1,,744761
7,54502,744761S54502P8,ASOAGRO,,1,,744761
7,54502,744761S54502P9,ASOAGRO,,1,,744761
7,54502,744761S54502P10,ASOAGRO,,1,,744761
7,54502,744761S54502P11,ASOAGRO,,1,,744761
7,54502,744761S54502P12,ASOAGRO,,1,,744761
7,54502,744761S54502P13,ASOAGRO,,1,,744761
7,54502,744761S54502P14,ASOAGRO,,1,,744761
7,54502,744761S54502P15,ASOAGRO,,1,,744761
7,54502,744761S54502P16,ASOAGRO,,1,,744761
7,54502,744761S54502P17,ASOAGRO,,1,,744761
7,54502,744761S54502P18,ASOAGRO,,1,,744761
7,54502,744761S54502P19,ASOAGRO,,1,,744761
7,54502,744761S54502P20,ASOAGRO,,1,,744761
7,54502,744761S54502P21,ASOAGRO,,1,,744761
7,54502,744761S54502P22,ASOAGRO,,1,,744761
7,54502,744761S54502P23,ASOAGRO,,1,,744761
7,54502,744761S54502P24,ASOAGRO,,1,,744761
7,54502,744761S54502P25,ASOAGRO,,1,,744761
7,54502,744761S54502P26,ASOAGRO,,1,,744761
7,54502,744761S54502P27,ASOAGRO,,1,,744761
7,54502,744761S54502P28,ASOAGRO,,1,,744761
7,54502,744761S54502P29,ASOAGRO,,1,,744761
7,54502,744761S54502P30,ASOAGRO,,1,,744761
7,54502,744761S54502P31,ASOAGRO,,1,,744761
7,54502,744761S54502P32,ASOAGRO,,1,,744761
7,54502,744761S54502P33,ASOAGRO,,1,,744761
7,54502,744761S54502P34,ASOAGRO,,1,,744761
7,54502,744761S54502P35,ASOAGRO,,1,,744761
7,54502,744761S54502P36,ASOAGRO,,1,,744761
7,54502,744761S54502P37,ASOAGRO,,1,,744761
7,54502,744761S54502P38,ASOAGRO,,1,,744761
7,54502,744761S54502P39,ASOAGRO,,1,,744761
7,54502,744761S54502P40,ASOAGRO,,1,,744761
7,54502,744761S54502P41,ASOAGRO,,1,,744761
7,54502,744761S54502P42,ASOAGRO,,1,,744761
7,54502,744761S54502P43,ASOAGRO,,1,,744761
7,54503,744761S54503P1,ASOAGRO,,1,,744761
7,54503,744761S54503P2,ASOAGRO,,1,,744761
7,54503,744761S54503P3,ASOAGRO,,1,,744761
7,54503,744761S54503P4,ASOAGRO,,1,,744761
7,54503,744761S54503P5,ASOAGRO,,1,,744761
7,54503,744761S54503P6,ASOAGRO,,1,,744761
7,54503,744761S54503P7,ASOAGRO,,1,,744761
7,54503,744761S54503P8,ASOAGRO,,1,,744761
7,54503,744761S54503P9,ASOAGRO,,1,,744761
7,54503,744761S54503P10,ASOAGRO,,1,,744761
7,54503,744761S54503P11,ASOAGRO,,1,,744761
7,54503,744761S54503P12,ASOAGRO,,1,,744761
7,54503,744761S54503P13,ASOAGRO,,1,,744761
7,54503,744761S54503P14,ASOAGRO,,1,,744761
7,54503,744761S54503P15,ASOAGRO,,1,,744761
7,54503,744761S54503P16,ASOAGRO,,1,,744761
7,54503,744761S54503P17,ASOAGRO,,1,,744761
7,54503,744761S54503P18,ASOAGRO,,1,,744761
7,54503,744761S54503P19,ASOAGRO,,1,,744761
7,54503,744761S54503P20,ASOAGRO,,1,,744761
7,54503,744761S54503P21,ASOAGRO,,1,,744761
7,54503,744761S54503P22,ASOAGRO,,1,,744761
7,54503,744761S54503P23,ASOAGRO,,1,,744761
7,54503,744761S54503P24,ASOAGRO,,1,,744761
7,54503,744761S54503P25,ASOAGRO,,1,,744761
7,54503,744761S54503P26,ASOAGRO,,1,,744761
7,54503,744761S54503P27,ASOAGRO,,1,,744761
7,54503,744761S54503P28,ASOAGRO,,1,,744761
7,54503,744761S54503P29,ASOAGRO,,1,,744761
7,54503,744761S54503P30,ASOAGRO,,1,,744761
7,54503,744761S54503P31,ASOAGRO,,1,,744761
7,54503,744761S54503P32,ASOAGRO,,1,,744761
