stop_code;stop_name;stop_lat;stop_lon;stop_mode
P-214;-;-22.45508862;-68.92937971;-
P-216;-;-22.47933601;-68.92940631;-
P-217;-;-22.47806202;-68.92896951;-
P-220;-;-22.45170064;-68.9289052;-
P-221;-;-22.44975814;-68.92850771;-
P-222;-;-22.44709285;-68.92795511;-
P-223;-;-22.43848162;-68.92411118;-
P-225;-;-22.4749391;-68.93578529;-
P-226;-;-22.4806117;-68.93387735;-
P-227;-;-22.47584234;-68.93538632;-
P-228;-;-22.47265371;-68.93635013;-
P-229;-;-22.46114307;-68.93320621;-
P-230;-;-22.46100642;-68.93052364;-
P-231;-;-22.46093326;-68.92848254;-
P-232;-;-22.43409683;-68.9174763;-
P-236;-;-22.45831104;-68.92338115;-
P-238;-;-22.477618;-68.92597572;-
P-239;-;-22.47704073;-68.92796879;-
P-244;-;-22.48482218;-68.9158228;-
P-249;-;-22.48028422;-68.91047898;-
P-250;-;-22.48185717;-68.91235415;-
P-251;-;-22.48315901;-68.91410315;-
P-252;-;-22.48390025;-68.91495816;-
P-253;-;-22.48512962;-68.91636701;-
P-254;-;-22.48605205;-68.91824269;-
P-255;-;-22.48732659;-68.91972934;-
P-256;-;-22.48879045;-68.92042845;-
P-258;-;-22.44799685;-68.92929584;-
P-259;-;-22.44833454;-68.93762468;-
P-260;-;-22.45427025;-68.93848704;-
P-261;-;-22.45479605;-68.9434825;-
P-262;-;-22.45672819;-68.94028404;-
P-263;-;-22.45955578;-68.94009816;-
P-264;-;-22.46198589;-68.93996104;-
P-265;-;-22.46364811;-68.9398534;-
P-266;-;-22.46562654;-68.93977479;-
P-269;-;-22.46071488;-68.92505161;-
P-270;-;-22.45933153;-68.92263218;-
P-271;-;-22.46329994;-68.92793702;-
P-272;-;-22.46416839;-68.93062898;-
P-273;-;-22.46622273;-68.93962873;-
P-274;-;-22.45998938;-68.94000077;-
P-275;-;-22.45741473;-68.94016711;-
P-276;-;-22.45425214;-68.93837041;-
P-277;-;-22.45139728;-68.93811898;-
P-278;-;-22.44765689;-68.93738202;-
P-279;-;-22.44256017;-68.93361356;-
P-281;-;-22.45275755;-68.92872971;-
P-282;-;-22.45309339;-68.93241309;-
P-283;-;-22.45878919;-68.94372387;-
P-284;-;-22.46200525;-68.9435379;-
P-285;-;-22.46297114;-68.94143802;-
P-286;-;-22.46287911;-68.93694751;-
P-287;-;-22.45530895;-68.91771645;-
P-288;-;-22.4536177;-68.91411164;-
P-289;-;-22.45204543;-68.91347115;-
P-290;-;-22.4509166;-68.91425909;-
P-292;-;-22.45634846;-68.9189016;-
P-293;-;-22.45686399;-68.92007735;-
P-294;-;-22.46273384;-68.93511053;-
P-296;-;-22.4532829;-68.93192705;-
P-297;-;-22.43853936;-68.93205086;-
P-299;-;-22.4796528;-68.91223888;-
P-300;-;-22.46397624;-68.90774845;-
P-302;-;-22.44278566;-68.93274852;-
P-303;-;-22.43413689;-68.92553235;-
P-305;-;-22.45436343;-68.94645676;-
P-306;-;-22.45699227;-68.94625164;-
P-307;-;-22.46282391;-68.93445926;-
P-308;-;-22.46256151;-68.93342908;-
P-311;-;-22.4547841;-68.93569738;-
P-312;-;-22.45464953;-68.93808838;-
P-317;-;-22.45110752;-68.91657209;-
PR-130;-;-22.4355582;-68.91336476;-
PR-135;-;-22.43462161;-68.91905028;-
PR-136;-;-22.43436038;-68.92058585;-
PR-138;-;-22.433441;-68.92495937;-
PR-142;-;-22.44213269;-68.92693724;-
PR-143;-;-22.44325301;-68.92716018;-
PR-144;-;-22.44302724;-68.92733523;-
PR-146;-;-22.44476183;-68.92745095;-
PR-149;-;-22.4489773;-68.92016934;-
PR-152;-;-22.45050438;-68.92080992;-
PR-153;-;-22.45054043;-68.92063495;-
PR-154;-;-22.4519952;-68.92123671;-
PR-159;-;-22.45356879;-68.92470556;-
PR-160;-;-22.45380355;-68.92445274;-
PR-165;-;-22.46517888;-68.927625;-
PR-167;-;-22.46857526;-68.9266901;-
PR-168;-;-22.47032914;-68.92954696;-
PR-170;-;-22.46554824;-68.92535033;-
PR-171;-;-22.46375048;-68.92539017;-
PR-178;-;-22.4384909;-68.92463596;-
PR-179;-;-22.43882601;-68.92649194;-
PR-188;-;-22.47033684;-68.92657253;-
PR-195;-;-22.47235164;-68.92703805;-
PR-208;-;-22.44994796;-68.92873115;-
PR-215;-;-22.47828798;-68.92923186;-
PR-218;-;-22.47532429;-68.92803772;-
PR-224;-;-22.43782211;-68.92407267;-
PR-234;-;-22.44053995;-68.92111684;-
PR-235;-;-22.45651287;-68.92254627;-
PR-237;-;-22.46351518;-68.92449607;-
PR-240;-;-22.48984905;-68.92378183;-
PR-241;-;-22.48972998;-68.92041819;-
PR-242;-;-22.48763386;-68.91994304;-
PR-243;-;-22.48562713;-68.91762077;-
PR-245;-;-22.48412616;-68.91507468;-
PR-246;-;-22.48288774;-68.91364642;-
PR-247;-;-22.48068219;-68.9113439;-
PR-257;-;-22.48977675;-68.92371382;-
PR-267;-;-22.46073312;-68.92540151;-
PR-280;-;-22.44501909;-68.93775251;-
PR-291;-;-22.44535107;-68.91324206;-
PR-304;-;-22.43567283;-68.92585222;-
PR-309;-;-22.44556112;-68.93773283;-
